mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.588810634613037,0.5584942309363118,5.374981307983399,1.4458227000125579,,sqrt,1,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.4815533980582524,0.4563106796116505,0.46990291262135925,0.4970873786407767,0.49514563106796117,0.4800000000000001,0.015407250038739695,20
8.431511688232423,1.004877464824413,4.347525691986084,0.40083686860638773,,sqrt,1,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",0.4970873786407767,0.4796116504854369,0.46601941747572817,0.5067961165048543,0.512621359223301,0.4924271844660194,0.01730662520788907,6
12.752704620361328,0.38525510142266883,2.190625762939453,0.11228077617319027,,sqrt,1,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",0.5048543689320388,0.47766990291262135,0.4796116504854369,0.5106796116504855,0.5184466019417475,0.49825242718446605,0.016594843199395328,4
5.663720798492432,1.9924990532355387,2.9518385410308836,1.9312468198627932,,sqrt,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 100}",0.47184466019417476,0.4796116504854369,0.4912621359223301,0.48349514563106794,0.4893203883495146,0.48310679611650487,0.006990291262135921,13
5.511654949188232,0.6948568838459201,3.4597278118133543,0.5515674620576749,,sqrt,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",0.49514563106796117,0.5009708737864078,0.487378640776699,0.5029126213592233,0.5106796116504855,0.4994174757281554,0.007805728637763818,3
10.107070112228394,0.5186397387756909,3.1684937953948973,0.2650837142846072,,sqrt,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",0.5009708737864078,0.4970873786407767,0.4854368932038835,0.49902912621359224,0.49902912621359224,0.4963106796116505,0.005573864114332949,5
3.794706869125366,0.4114522957863048,4.116543388366699,0.1780845874934397,,sqrt,4,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 100}",0.4601941747572815,0.46990291262135925,0.4640776699029126,0.47378640776699027,0.46990291262135925,0.46757281553398056,0.004819290736307139,38
7.321874523162842,0.6976922379418168,3.4831298351287843,0.5832684249110728,,sqrt,4,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 300}",0.4679611650485437,0.4796116504854369,0.458252427184466,0.4815533980582524,0.487378640776699,0.47495145631067964,0.010463839677908721,29
9.42100386619568,0.2558453552084921,2.754376029968262,0.2289557654480228,,sqrt,4,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 500}",0.4796116504854369,0.4815533980582524,0.47184466019417476,0.4912621359223301,0.49902912621359224,0.4846601941747573,0.009480819895715496,11
5.3543352603912355,0.7699715381837329,3.0897027969360353,0.2803363632498442,,log2,1,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100}",0.4893203883495146,0.4796116504854369,0.47184466019417476,0.46601941747572817,0.46990291262135925,0.47533980582524277,0.008274670195208745,28
6.307832288742065,0.3957775998410469,2.102590560913086,0.8238902203748619,,log2,1,300,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 300}",0.49514563106796117,0.47766990291262135,0.47572815533980584,0.4621359223300971,0.4893203883495146,0.48,0.011480967377937464,21
9.518074417114258,0.6243095135022435,2.6389892578125,1.8997133309589909,,log2,1,500,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 500}",0.49320388349514566,0.46990291262135925,0.46990291262135925,0.47184466019417476,0.5009708737864078,0.48116504854368936,0.013249492900374363,17
4.092809581756592,0.3154838978607165,3.5703360557556154,0.36747850862760173,,log2,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 100}",0.4679611650485437,0.4446601941747573,0.4621359223300971,0.48349514563106794,0.487378640776699,0.46912621359223305,0.015417035527207145,34
8.430040740966797,0.2363883834507319,1.1947752952575683,0.7387531055344999,,log2,2,300,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 300}",0.47378640776699027,0.47184466019417476,0.4679611650485437,0.4912621359223301,0.49320388349514566,0.47961165048543697,0.010492626086296161,23
8.987824630737304,0.8199159849804805,2.6616756439208986,0.1826200536638439,,log2,2,500,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 500}",0.4796116504854369,0.47766990291262135,0.458252427184466,0.4854368932038835,0.4854368932038835,0.4772815533980583,0.010007066972213693,27
4.645528078079224,0.971773654783459,3.2595223426818847,0.738137651313781,,log2,4,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'n_estimators': 100}",0.4524271844660194,0.458252427184466,0.45048543689320386,0.458252427184466,0.4796116504854369,0.4598058252427184,0.01037700133272808,44
7.211229133605957,0.16831419142047016,1.437140655517578,0.1765831885490199,,log2,4,300,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'n_estimators': 300}",0.458252427184466,0.4601941747572815,0.458252427184466,0.4679611650485437,0.4854368932038835,0.4660194174757281,0.010347893277261542,40
7.0750412940979,1.1933364061176028,3.2527959823608397,0.6524922818639604,,log2,4,500,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'n_estimators': 500}",0.4640776699029126,0.45436893203883494,0.4563106796116505,0.4796116504854369,0.47378640776699027,0.4656310679611651,0.009778390921952757,41
2.421370506286621,0.24821867609222922,2.898808813095093,0.5645859123224394,10,sqrt,1,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.4524271844660194,0.4563106796116505,0.4524271844660194,0.4621359223300971,0.4679611650485437,0.45825242718446607,0.006016284809642582,47
