feature,importance
d4_18,0.016279005734492518
d8_12,0.014690666964295076
d4_12,0.013971240333786293
d4_19,0.013404033169010541
d8_11,0.012620737100708452
d4_15,0.012430851493387981
d4_17,0.012109076814059502
d4_14,0.012013813825468725
d7_11,0.011891279174629963
d4_16,0.01154166728606036
d4_11,0.011497901682366538
d6_10,0.011101562116908416
d4_10,0.010753146264561024
d4_13,0.010478355780650195
d12_16,0.010435552698583902
d4_8,0.009811940134573344
d16_20,0.009675131771670224
d4_20,0.009564178985914317
d4_7,0.009521885566025883
d15_20,0.009249980893133732
d2_16,0.009045385591999524
d1_16,0.008991168330590023
d4_6,0.00882061791638298
d2_12,0.008593836777933577
d7_10,0.008418217752662103
d1_20,0.008411682896027286
d12_15,0.008120894085246114
d7_12,0.00797287492067539
d5_12,0.007864244797345167
d3_19,0.007599789696625835
d2_20,0.007581618519611993
d11_15,0.007365334731818147
d1_8,0.007361202826453506
d3_20,0.0071856276498117235
d13_16,0.007157554287596814
d16_19,0.007126724060144925
d0_16,0.007112875121841663
d8_9,0.007100586450523801
d5_8,0.007057366061514303
d1_12,0.006974922380133245
d1_19,0.0067729190327241295
d3_15,0.006755412430432278
d1_15,0.0066884053074546595
d3_11,0.006648042855755826
d5_11,0.006642167190230803
d8_13,0.006627022128054773
d0_8,0.006550966813822936
d3_16,0.006533237568113598
d12_20,0.006504171532461758
d11_16,0.006496361751320585
d6_14,0.006481394265571491
d2_8,0.006466609641055976
d6_11,0.0064340785244364875
d5_7,0.006418183466758795
d11_20,0.006392124295840617
d0_20,0.0062863595162094546
d0_4,0.0062111294122240415
d8_16,0.006108267147613665
d15_19,0.006103522601582804
d3_18,0.006066926722915112
d9_16,0.005975863951040757
d7_9,0.005923860960878823
d2_11,0.005841070963366472
d9_12,0.005808121345579888
d7_13,0.0056821185649373
d0_12,0.005649225276895703
d17_19,0.005648494246726606
d17_20,0.005619402274598383
d4_9,0.005578157167672973
d9_11,0.005418961203440107
d5_19,0.00534844249385337
d0_15,0.005340388054485897
d12_19,0.005237990085112612
d6_12,0.005137715098178806
d9_20,0.005119469328066948
d3_17,0.005100589195993778
d0_19,0.005045277499897313
d2_7,0.004996441104831923
d16_17,0.004924666066875373
d8_17,0.004917292002413178
d2_19,0.004913446300479246
d12_17,0.004897780280798495
d3_12,0.004883875515148367
d12_13,0.004780728487146114
d10_20,0.004771975809927719
d11_19,0.004756936768786922
d13_20,0.004743647706946934
d8_15,0.004712273401448127
d1_7,0.004662105478724476
d11_17,0.004641516557428163
d0_11,0.004597246326378986
d11_13,0.0045603021022897795
d9_19,0.004461253984585539
d5_20,0.004451337183102479
d3_14,0.004449784049844451
d2_15,0.0044472577780290444
d3_8,0.004425880856942962
d3_9,0.004318980329989162
d13_19,0.004284846630724971
d8_10,0.004206583116225825
d5_15,0.004193582440276969
d7_16,0.004093608140000913
d12_18,0.004074025561693088
d1_11,0.003998658861344338
d11_18,0.003956742917797421
d7_20,0.0039456873222341775
d14_19,0.003925306897388125
d6_7,0.003916859231995062
d5_16,0.003878000747801316
d8_20,0.0038715918736820726
d8_19,0.00380789201699032
d6_18,0.0037759982966594453
d3_5,0.0036818771543287226
d0_7,0.0036624673049711846
d13_15,0.003611165784008797
d8_18,0.0035954876944008537
d10_19,0.00358164007517681
d3_13,0.0035755371024513904
d9_15,0.0035182387408012068
d1_4,0.003504779755375702
d7_15,0.0034884690279073844
d3_10,0.003468653363535321
d5_17,0.0034546580343240802
d3_7,0.003422645667131658
d6_17,0.0034009304613681172
d6_19,0.003363260222761872
d4_5,0.003340482333427303
d6_15,0.0032828824667283036
d15_17,0.0032701718956143063
d6_9,0.0032674147634015184
d10_14,0.0032534822217243184
d5_18,0.0032394851820688455
d7_17,0.0032116078141962174
d16_18,0.003202315679498375
d2_5,0.0031626169873300806
d5_10,0.003149419799835684
d14_20,0.003141230308999087
d5_9,0.0031229722633897136
d2_4,0.003115485119571736
d9_18,0.00306111993100952
d7_19,0.0030455988522700905
d6_20,0.002994380511064799
d11_14,0.0029850142713460565
d13_14,0.002977860520015256
d10_15,0.002958247079720573
d10_18,0.002955212577387068
d6_8,0.002899299973930013
d0_14,0.0028765720727893886
d8_14,0.002850009652360117
d7_18,0.0028204771405188132
d6_13,0.002701858200292935
d10_13,0.002692999672438168
d14_18,0.002640681834492403
d7_14,0.002598946011686534
d13_18,0.0025682960482353357
d14_17,0.0025664965349275937
d2_10,0.0023885855646790266
d3_6,0.0023882432140321696
d9_17,0.0022602439089592255
d1_18,0.0022407236870609954
d6_16,0.0022066012619763042
d7_8,0.0021997328385838437
d2_17,0.0021811359026426102
d13_17,0.0021766186679710838
d10_17,0.0021513940739903963
d12_14,0.0021445994600665895
d5_13,0.0021346620467511904
d2_18,0.0021278728997904347
d0_10,0.002101043365269091
d9_14,0.0020973445767647637
d14_15,0.0020926910304583535
d2_14,0.0020887056364421864
d9_10,0.0020335809153341844
d0_1,0.0020243249589916787
d17_18,0.0020235614471100553
d0_18,0.002017179364447617
d10_11,0.0019870565855072088
d9_13,0.0019756282357540045
d5_14,0.0019455437675455034
d0_17,0.0019297601318087481
d5_6,0.0019295418186789546
d1_17,0.001799972807978902
d2_13,0.0017970473338180307
d10_16,0.0017774812005994759
d3_4,0.001761006275066213
d0_3,0.0017300976281162093
d15_16,0.0017189153486612395
d2_6,0.0017011871552476438
d15_18,0.0016784497098434033
d18_19,0.0016413304844463258
d1_13,0.0015807480471537589
d0_9,0.0015228537619015232
d0_6,0.0015174007844120335
d1_14,0.0014876671183394377
d14_16,0.0014871295101065636
d1_9,0.0014530748407006599
d1_5,0.0014522967203507533
d2_9,0.0014292281831857342
d0_2,0.0013764155501578153
d0_13,0.0013195625696991893
d1_3,0.00130232696581017
d11_12,0.0012829603380949926
d0_5,0.0012449527702900873
d1_2,0.0012055046267185822
d2_3,0.0011986222886100342
d18_20,0.0011711407700795255
d1_6,0.001161196676823793
d1_10,0.0011538919980238448
d10_12,0.0010767093912720151
d19_20,0.0010309109676004207
