dataset,classifier,ablation_variant,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,dimension,mean_inner_cv_accuracy,full_hybrid_accuracy,drop_from_full_hybrid
HaGRID,Multinomial logistic,Hybrid,87.97140249026786,1.0747782488656032,85.86956521739131,90.51321928460342,267,87.33374309043693,87.97140249026786,0.0
HaGRID,Multinomial logistic,Hybrid - scale,86.5393149348454,1.1606303640451963,84.29237947122861,90.51321928460342,225,85.892333381274,87.97140249026786,1.43208755542247
HaGRID,Multinomial logistic,Hybrid - norm-dist,84.53255315243956,1.0871638037748466,82.42612752721618,88.33592534992223,57,83.57177307235514,87.97140249026786,3.4388493378283016
HaGRID,Multinomial logistic,Hybrid - angle,87.93409677076592,1.1322285078648513,85.55900621118012,90.51321928460342,252,87.24134060222535,87.97140249026786,0.03730571950194417
HaGRID,Random forest,Hybrid,87.70418167943355,0.9678683848879122,85.09316770186336,89.5800933125972,267,87.49994165710115,87.70418167943355,0.0
HaGRID,Random forest,Hybrid - scale,85.80607691044503,1.0405353329001386,83.38509316770187,88.95800933125972,225,85.46126981284141,87.70418167943355,1.8981047689885173
HaGRID,Random forest,Hybrid - norm-dist,86.12925630053225,1.092900604786645,83.85093167701864,88.95800933125972,57,85.56310304622295,87.70418167943355,1.5749253789012982
HaGRID,Random forest,Hybrid - angle,87.44012924664085,0.9812754154501515,85.40372670807453,89.26905132192846,252,87.319785117224,87.70418167943355,0.2640524327926954
