perturbation_type,level,repeat,representation,classifier,accuracy,clean_accuracy,accuracy_drop,translation,scale_low,scale_high,noise
Translation only,3,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.45,1.0,1.0,0.0
Translation only,3,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,5,XY,Multinomial logistic,42.5287356321839,99.73474801061008,57.20601237842617,0.45,1.0,1.0,0.0
Translation only,3,5,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.45,1.0,1.0,0.0
Translation only,3,5,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.45,1.0,1.0,0.0
Translation only,3,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,6,XY,Multinomial logistic,43.67816091954023,99.73474801061008,56.056587091069844,0.45,1.0,1.0,0.0
Translation only,3,6,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.45,1.0,1.0,0.0
Translation only,3,6,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.45,1.0,1.0,0.0
Translation only,3,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,7,XY,Multinomial logistic,39.699381078691424,99.73474801061008,60.03536693191865,0.45,1.0,1.0,0.0
Translation only,3,7,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.45,1.0,1.0,0.0
Translation only,3,7,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.45,1.0,1.0,0.0
Translation only,3,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,8,XY,Multinomial logistic,38.63837312113174,99.73474801061008,61.096374889478334,0.45,1.0,1.0,0.0
Translation only,3,8,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.45,1.0,1.0,0.0
Translation only,3,8,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.45,1.0,1.0,0.0
Translation only,3,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,9,XY,Multinomial logistic,37.04686118479222,99.73474801061008,62.687886825817856,0.45,1.0,1.0,0.0
Translation only,3,9,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.45,1.0,1.0,0.0
Translation only,3,9,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.45,1.0,1.0,0.0
Translation only,3,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,3,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.45,1.0,1.0,0.0
Translation only,3,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.45,1.0,1.0,0.0
Translation only,4,0,XY,Multinomial logistic,25.72944297082228,99.73474801061008,74.0053050397878,0.7,1.0,1.0,0.0
Translation only,4,0,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,0,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,1,XY,Multinomial logistic,22.988505747126435,99.73474801061008,76.74624226348364,0.7,1.0,1.0,0.0
Translation only,4,1,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,1,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,2,XY,Multinomial logistic,26.790450928381965,99.73474801061008,72.9442970822281,0.7,1.0,1.0,0.0
Translation only,4,2,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,2,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,3,XY,Multinomial logistic,23.872679045092838,99.73474801061008,75.86206896551724,0.7,1.0,1.0,0.0
Translation only,4,3,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,3,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,3,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,3,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,4,XY,Multinomial logistic,28.735632183908045,99.73474801061008,70.99911582670202,0.7,1.0,1.0,0.0
Translation only,4,4,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,4,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,4,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,4,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,5,XY,Multinomial logistic,25.64102564102564,99.73474801061008,74.09372236958444,0.7,1.0,1.0,0.0
Translation only,4,5,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,5,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,6,XY,Multinomial logistic,24.6684350132626,99.73474801061008,75.06631299734748,0.7,1.0,1.0,0.0
Translation only,4,6,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,6,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,7,XY,Multinomial logistic,28.028293545534925,99.73474801061008,71.70645446507515,0.7,1.0,1.0,0.0
Translation only,4,7,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,7,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,8,XY,Multinomial logistic,26.08311229000884,99.73474801061008,73.65163572060123,0.7,1.0,1.0,0.0
Translation only,4,8,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,8,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,9,XY,Multinomial logistic,25.198938992042443,99.73474801061008,74.53580901856763,0.7,1.0,1.0,0.0
Translation only,4,9,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.7,1.0,1.0,0.0
Translation only,4,9,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.7,1.0,1.0,0.0
Translation only,4,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Translation only,4,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.7,1.0,1.0,0.0
Translation only,4,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.7,1.0,1.0,0.0
Scale only,0,0,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,0,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,0,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,3,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Scale only,0,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Scale only,1,0,XY,Multinomial logistic,95.57913351016799,99.73474801061008,4.155614500442084,0.0,0.8,1.25,0.0
Scale only,1,0,Translated,Multinomial logistic,99.73474801061008,99.82316534040672,0.0884173297966413,0.0,0.8,1.25,0.0
Scale only,1,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,0,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,1,XY,Multinomial logistic,95.84438549955792,99.73474801061008,3.8903625110521602,0.0,0.8,1.25,0.0
Scale only,1,1,Translated,Multinomial logistic,99.73474801061008,99.82316534040672,0.0884173297966413,0.0,0.8,1.25,0.0
Scale only,1,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,1,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,2,XY,Multinomial logistic,95.93280282935456,99.73474801061008,3.801945181255519,0.0,0.8,1.25,0.0
Scale only,1,2,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,2,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,3,XY,Multinomial logistic,95.93280282935456,99.73474801061008,3.801945181255519,0.0,0.8,1.25,0.0
Scale only,1,3,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,3,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,3,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,3,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,4,XY,Multinomial logistic,96.19805481874447,99.73474801061008,3.5366931918656093,0.0,0.8,1.25,0.0
Scale only,1,4,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,4,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,4,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,4,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,5,XY,Multinomial logistic,96.46330680813439,99.73474801061008,3.2714412024756854,0.0,0.8,1.25,0.0
Scale only,1,5,Translated,Multinomial logistic,99.73474801061008,99.82316534040672,0.0884173297966413,0.0,0.8,1.25,0.0
Scale only,1,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,5,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,6,XY,Multinomial logistic,95.84438549955792,99.73474801061008,3.8903625110521602,0.0,0.8,1.25,0.0
Scale only,1,6,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,6,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,7,XY,Multinomial logistic,95.66755083996463,99.73474801061008,4.067197170645443,0.0,0.8,1.25,0.0
Scale only,1,7,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,7,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,8,XY,Multinomial logistic,95.75596816976127,99.73474801061008,3.9787798408488015,0.0,0.8,1.25,0.0
Scale only,1,8,Translated,Multinomial logistic,99.73474801061008,99.82316534040672,0.0884173297966413,0.0,0.8,1.25,0.0
Scale only,1,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,8,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,9,XY,Multinomial logistic,95.31388152077808,99.73474801061008,4.420866489831994,0.0,0.8,1.25,0.0
Scale only,1,9,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
Scale only,1,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.8,1.25,0.0
Scale only,1,9,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.8,1.25,0.0
