perturbation_type,level,repeat,representation,classifier,accuracy,clean_accuracy,accuracy_drop,translation,scale_low,scale_high,noise
Scale only,1,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,1,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.8,1.25,0.0
Scale only,1,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.8,1.25,0.0
Scale only,2,0,XY,Multinomial logistic,78.51458885941645,99.73474801061008,21.220159151193627,0.0,0.6,1.6,0.0
Scale only,2,0,Translated,Multinomial logistic,99.46949602122017,99.82316534040672,0.353669319186551,0.0,0.6,1.6,0.0
Scale only,2,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,0,Distance,Multinomial logistic,99.64633068081345,99.82316534040672,0.17683465959326838,0.0,0.6,1.6,0.0
Scale only,2,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,1,XY,Multinomial logistic,77.45358090185677,99.73474801061008,22.28116710875331,0.0,0.6,1.6,0.0
Scale only,2,1,Translated,Multinomial logistic,99.64633068081345,99.82316534040672,0.17683465959326838,0.0,0.6,1.6,0.0
Scale only,2,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,1,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.6,1.6,0.0
Scale only,2,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,2,XY,Multinomial logistic,79.04509283819628,99.73474801061008,20.689655172413794,0.0,0.6,1.6,0.0
Scale only,2,2,Translated,Multinomial logistic,99.73474801061008,99.82316534040672,0.0884173297966413,0.0,0.6,1.6,0.0
Scale only,2,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,2,Distance,Multinomial logistic,99.46949602122017,99.82316534040672,0.353669319186551,0.0,0.6,1.6,0.0
Scale only,2,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,3,XY,Multinomial logistic,78.51458885941645,99.73474801061008,21.220159151193627,0.0,0.6,1.6,0.0
Scale only,2,3,Translated,Multinomial logistic,99.64633068081345,99.82316534040672,0.17683465959326838,0.0,0.6,1.6,0.0
Scale only,2,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,3,Distance,Multinomial logistic,99.64633068081345,99.82316534040672,0.17683465959326838,0.0,0.6,1.6,0.0
Scale only,2,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,3,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,3,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,4,XY,Multinomial logistic,78.868258178603,99.73474801061008,20.866489832007076,0.0,0.6,1.6,0.0
Scale only,2,4,Translated,Multinomial logistic,99.73474801061008,99.82316534040672,0.0884173297966413,0.0,0.6,1.6,0.0
Scale only,2,4,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,4,Distance,Multinomial logistic,99.55791335101681,99.82316534040672,0.2652519893899097,0.0,0.6,1.6,0.0
Scale only,2,4,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,5,XY,Multinomial logistic,75.68523430592397,99.73474801061008,24.049513704686106,0.0,0.6,1.6,0.0
Scale only,2,5,Translated,Multinomial logistic,99.64633068081345,99.82316534040672,0.17683465959326838,0.0,0.6,1.6,0.0
Scale only,2,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,5,Distance,Multinomial logistic,99.38107869142353,99.82316534040672,0.4420866489831923,0.0,0.6,1.6,0.0
Scale only,2,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,6,XY,Multinomial logistic,77.54199823165341,99.73474801061008,22.192749778956667,0.0,0.6,1.6,0.0
Scale only,2,6,Translated,Multinomial logistic,99.64633068081345,99.82316534040672,0.17683465959326838,0.0,0.6,1.6,0.0
Scale only,2,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,6,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,0.6,1.6,0.0
Scale only,2,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,7,XY,Multinomial logistic,76.83465959328029,99.73474801061008,22.900088417329783,0.0,0.6,1.6,0.0
Scale only,2,7,Translated,Multinomial logistic,99.46949602122017,99.82316534040672,0.353669319186551,0.0,0.6,1.6,0.0
Scale only,2,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,7,Distance,Multinomial logistic,99.38107869142353,99.82316534040672,0.4420866489831923,0.0,0.6,1.6,0.0
Scale only,2,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,8,XY,Multinomial logistic,77.01149425287356,99.73474801061008,22.723253757736515,0.0,0.6,1.6,0.0
Scale only,2,8,Translated,Multinomial logistic,99.55791335101681,99.82316534040672,0.2652519893899097,0.0,0.6,1.6,0.0
Scale only,2,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,8,Distance,Multinomial logistic,99.46949602122017,99.82316534040672,0.353669319186551,0.0,0.6,1.6,0.0
Scale only,2,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,9,XY,Multinomial logistic,74.62422634836427,99.73474801061008,25.1105216622458,0.0,0.6,1.6,0.0
Scale only,2,9,Translated,Multinomial logistic,99.46949602122017,99.82316534040672,0.353669319186551,0.0,0.6,1.6,0.0
Scale only,2,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.6,1.6,0.0
Scale only,2,9,Distance,Multinomial logistic,99.55791335101681,99.82316534040672,0.2652519893899097,0.0,0.6,1.6,0.0
Scale only,2,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,2,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.6,1.6,0.0
Scale only,2,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.6,1.6,0.0
Scale only,3,0,XY,Multinomial logistic,59.77011494252874,99.73474801061008,39.96463306808133,0.0,0.4,2.0,0.0
Scale only,3,0,Translated,Multinomial logistic,97.17064544650752,99.82316534040672,2.6525198938991963,0.0,0.4,2.0,0.0
Scale only,3,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,0,Distance,Multinomial logistic,96.64014146772767,99.82316534040672,3.183023872679044,0.0,0.4,2.0,0.0
Scale only,3,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,1,XY,Multinomial logistic,61.53846153846154,99.73474801061008,38.196286472148536,0.0,0.4,2.0,0.0
Scale only,3,1,Translated,Multinomial logistic,97.25906277630415,99.82316534040672,2.564102564102569,0.0,0.4,2.0,0.0
Scale only,3,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,1,Distance,Multinomial logistic,96.72855879752431,99.82316534040672,3.0946065428824028,0.0,0.4,2.0,0.0
Scale only,3,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,2,XY,Multinomial logistic,60.83112290008842,99.73474801061008,38.90362511052166,0.0,0.4,2.0,0.0
Scale only,3,2,Translated,Multinomial logistic,97.789566755084,99.82316534040672,2.0335985853227214,0.0,0.4,2.0,0.0
Scale only,3,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,2,Distance,Multinomial logistic,97.52431476569407,99.82316534040672,2.2988505747126453,0.0,0.4,2.0,0.0
Scale only,3,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,3,XY,Multinomial logistic,61.36162687886826,99.73474801061008,38.37312113174182,0.0,0.4,2.0,0.0
Scale only,3,3,Translated,Multinomial logistic,97.43589743589743,99.82316534040672,2.3872679045092866,0.0,0.4,2.0,0.0
Scale only,3,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,3,Distance,Multinomial logistic,97.43589743589743,99.82316534040672,2.3872679045092866,0.0,0.4,2.0,0.0
Scale only,3,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,3,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,3,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,4,XY,Multinomial logistic,59.85853227232537,99.73474801061008,39.876215738284706,0.0,0.4,2.0,0.0
Scale only,3,4,Translated,Multinomial logistic,96.55172413793103,99.82316534040672,3.2714412024756854,0.0,0.4,2.0,0.0
Scale only,3,4,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,4,Distance,Multinomial logistic,96.37488947833775,99.82316534040672,3.448275862068968,0.0,0.4,2.0,0.0
Scale only,3,4,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,5,XY,Multinomial logistic,59.77011494252874,99.73474801061008,39.96463306808133,0.0,0.4,2.0,0.0
Scale only,3,5,Translated,Multinomial logistic,97.34748010610079,99.82316534040672,2.475685234305928,0.0,0.4,2.0,0.0
Scale only,3,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,5,Distance,Multinomial logistic,96.81697612732096,99.82316534040672,3.0061892130857615,0.0,0.4,2.0,0.0
Scale only,3,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,6,XY,Multinomial logistic,60.56587091069849,99.73474801061008,39.16887709991158,0.0,0.4,2.0,0.0
Scale only,3,6,Translated,Multinomial logistic,97.87798408488064,99.82316534040672,1.9451812555260801,0.0,0.4,2.0,0.0
Scale only,3,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,6,Distance,Multinomial logistic,97.52431476569407,99.82316534040672,2.2988505747126453,0.0,0.4,2.0,0.0
Scale only,3,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,7,XY,Multinomial logistic,61.53846153846154,99.73474801061008,38.196286472148536,0.0,0.4,2.0,0.0
Scale only,3,7,Translated,Multinomial logistic,97.96640141467728,99.82316534040672,1.8567639257294388,0.0,0.4,2.0,0.0
Scale only,3,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,7,Distance,Multinomial logistic,97.08222811671088,99.82316534040672,2.7409372236958376,0.0,0.4,2.0,0.0
Scale only,3,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,8,XY,Multinomial logistic,63.48364279398763,99.73474801061008,36.25110521662245,0.0,0.4,2.0,0.0
Scale only,3,8,Translated,Multinomial logistic,98.32007073386384,99.82316534040672,1.5030946065428736,0.0,0.4,2.0,0.0
Scale only,3,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,8,Distance,Multinomial logistic,97.87798408488064,99.82316534040672,1.9451812555260801,0.0,0.4,2.0,0.0
Scale only,3,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,9,XY,Multinomial logistic,62.95313881520778,99.73474801061008,36.7816091954023,0.0,0.4,2.0,0.0
Scale only,3,9,Translated,Multinomial logistic,97.61273209549071,99.82316534040672,2.210433244916004,0.0,0.4,2.0,0.0
Scale only,3,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.4,2.0,0.0
Scale only,3,9,Distance,Multinomial logistic,97.61273209549071,99.82316534040672,2.210433244916004,0.0,0.4,2.0,0.0
Scale only,3,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,3,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.4,2.0,0.0
Scale only,3,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.4,2.0,0.0
Scale only,4,0,XY,Multinomial logistic,50.75154730327144,99.73474801061008,48.98320070733864,0.0,0.3,2.5,0.0
Scale only,4,0,Translated,Multinomial logistic,95.75596816976127,99.82316534040672,4.067197170645443,0.0,0.3,2.5,0.0
Scale only,4,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,0,Distance,Multinomial logistic,94.34129089301503,99.82316534040672,5.481874447391689,0.0,0.3,2.5,0.0
Scale only,4,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,1,XY,Multinomial logistic,47.303271441202476,99.73474801061008,52.4314765694076,0.0,0.3,2.5,0.0
Scale only,4,1,Translated,Multinomial logistic,95.57913351016799,99.82316534040672,4.244031830238725,0.0,0.3,2.5,0.0
Scale only,4,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,1,Distance,Multinomial logistic,94.9602122015915,99.82316534040672,4.8629531388152145,0.0,0.3,2.5,0.0
Scale only,4,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,2,XY,Multinomial logistic,47.92219274977896,99.73474801061008,51.81255526083112,0.0,0.3,2.5,0.0
Scale only,4,2,Translated,Multinomial logistic,95.49071618037135,99.82316534040672,4.332449160035367,0.0,0.3,2.5,0.0
Scale only,4,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,2,Distance,Multinomial logistic,94.6949602122016,99.82316534040672,5.128205128205124,0.0,0.3,2.5,0.0
Scale only,4,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,3,XY,Multinomial logistic,49.3368700265252,99.73474801061008,50.39787798408488,0.0,0.3,2.5,0.0
Scale only,4,3,Translated,Multinomial logistic,94.78337754199823,99.82316534040672,5.039787798408483,0.0,0.3,2.5,0.0
Scale only,4,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,3,Distance,Multinomial logistic,95.22546419098144,99.82316534040672,4.597701149425276,0.0,0.3,2.5,0.0
Scale only,4,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,3,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,3,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,4,XY,Multinomial logistic,49.602122015915114,99.73474801061008,50.13262599469496,0.0,0.3,2.5,0.0
Scale only,4,4,Translated,Multinomial logistic,95.22546419098144,99.82316534040672,4.597701149425276,0.0,0.3,2.5,0.0
Scale only,4,4,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,4,Distance,Multinomial logistic,94.42970822281167,99.82316534040672,5.393457117595048,0.0,0.3,2.5,0.0
Scale only,4,4,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,4,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,4,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,5,XY,Multinomial logistic,50.221043324491596,99.73474801061008,49.51370468611848,0.0,0.3,2.5,0.0
Scale only,4,5,Translated,Multinomial logistic,96.81697612732096,99.82316534040672,3.0061892130857615,0.0,0.3,2.5,0.0
Scale only,4,5,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,5,Distance,Multinomial logistic,95.57913351016799,99.82316534040672,4.244031830238725,0.0,0.3,2.5,0.0
Scale only,4,5,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,5,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,5,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,6,XY,Multinomial logistic,49.3368700265252,99.73474801061008,50.39787798408488,0.0,0.3,2.5,0.0
Scale only,4,6,Translated,Multinomial logistic,96.28647214854111,99.82316534040672,3.5366931918656093,0.0,0.3,2.5,0.0
Scale only,4,6,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,6,Distance,Multinomial logistic,96.10963748894783,99.82316534040672,3.713527851458892,0.0,0.3,2.5,0.0
Scale only,4,6,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,6,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,6,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,7,XY,Multinomial logistic,53.13881520778072,99.73474801061008,46.59593280282935,0.0,0.3,2.5,0.0
Scale only,4,7,Translated,Multinomial logistic,96.19805481874447,99.82316534040672,3.6251105216622506,0.0,0.3,2.5,0.0
Scale only,4,7,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,7,Distance,Multinomial logistic,96.02122015915118,99.82316534040672,3.801945181255533,0.0,0.3,2.5,0.0
Scale only,4,7,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,7,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,7,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,8,XY,Multinomial logistic,47.83377541998232,99.73474801061008,51.90097259062776,0.0,0.3,2.5,0.0
Scale only,4,8,Translated,Multinomial logistic,96.19805481874447,99.82316534040672,3.6251105216622506,0.0,0.3,2.5,0.0
Scale only,4,8,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,8,Distance,Multinomial logistic,95.1370468611848,99.82316534040672,4.686118479221918,0.0,0.3,2.5,0.0
Scale only,4,8,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,8,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,8,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,9,XY,Multinomial logistic,50.30946065428824,99.73474801061008,49.42528735632184,0.0,0.3,2.5,0.0
Scale only,4,9,Translated,Multinomial logistic,95.75596816976127,99.82316534040672,4.067197170645443,0.0,0.3,2.5,0.0
Scale only,4,9,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,0.3,2.5,0.0
Scale only,4,9,Distance,Multinomial logistic,94.6949602122016,99.82316534040672,5.128205128205124,0.0,0.3,2.5,0.0
Scale only,4,9,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Scale only,4,9,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,0.3,2.5,0.0
Scale only,4,9,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,0.3,2.5,0.0
Translation + scale,0,0,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,0,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,0,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,0,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,0,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,0,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,0,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,1,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,Angles,Multinomial logistic,98.85057471264368,98.85057471264368,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,2,Hybrid,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,3,XY,Multinomial logistic,99.73474801061008,99.73474801061008,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,3,Translated,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,3,Scaled,Multinomial logistic,99.91158267020336,99.91158267020336,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,3,Distance,Multinomial logistic,99.82316534040672,99.82316534040672,0.0,0.0,1.0,1.0,0.0
Translation + scale,0,3,Norm. distance,Multinomial logistic,100.0,100.0,0.0,0.0,1.0,1.0,0.0
