,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.9538443337180788,2.047739431447761,-1.4201016377715956,1.8719929370836152,-3.167845239030174,1.293028639049852,0.2948136028553429,-1.4544485684026456,9.703083579808558,-5.101954222172365,0.5145716651955309,0.6545779080428994,-3.6468346140117207,-1.5173145404695696,-3.4576133227706265,2.4456882706825427,-2.314450270846643,-1.5860578361479112,2.3945833488957127,-0.6566008114626635,3.064705268999172,0.09942094950737308,1.424666712423181,3.014772410231753,-0.9826766204651788,-3.1090946836221725,3.0981194567041412,-2.216629747764338,3.1838886514103986,-2.6790349023163986,0.17435323495133526,0.3098542849327675,-2.869081507072007,-3.0061447985102996,2.0851139512862273,-3.3911860851668134,0.790712108988196,-2.416134720403686,-1.7306101105270861,3.0971764078238477,-5.290316643039397,4.411111976910685
1,-0.832554774218059,1.0893278018592214,0.9284496890498517,1.1922241565085108,0.44230465916298206,0.797003974212767,0.3593813443004046,0.3003508630205151,1.758266070348708,-0.0419718929670579,0.009486467625644783,1.9539999223293727,-0.45734627377264475,0.5212863344158961,-0.8491199100953574,-1.8941437375855215,-0.9201725533939688,-3.7434239347716827,-0.49241420253782264,2.5381438998713985,-0.12329900728203645,2.0411756200272166,-1.1557325016049216,-0.5198767234020265,-1.6767147229791524,-2.6423568541124043,-0.5069643367684536,1.7958924006768113,0.706495680999839,1.185761778990601,0.14955885664016375,-1.3559712974780211,0.0014939851835614375,-3.7991112502353706,-0.12490300357965689,0.5716564835352815,0.8404086364249719,-0.3936327168731314,0.6608994398450149,-2.4669939975985407,0.8763627717237101,-4.1636534314353035
10,0.5972150974378774,0.849705796736491,0.7925410743599145,-0.21022163415704512,0.0875779873381521,-1.2489236372489076,0.6232678274420996,-1.9211639573434265,2.075561956960398,-2.687444259959671,-0.7113308035727245,0.7014007597219188,0.9265229364285137,0.6341054492142445,2.332316877975801,0.6474408987894251,3.627127919393555,0.5854221124845257,-1.0125886223145333,0.3895726615034527,-2.157999218363246,-0.9089781695365154,-2.6707792058184743,-3.3418794046623845,-2.5242244310487307,-4.852878490608076,-1.1817922188852363,0.5314445493791099,-0.43297108319348265,0.6051631347459631,-0.29480547084329645,1.4768915797570406,-0.19941151719736094,1.9726567707187008,-0.9897317185689263,0.8085355589468459,-0.4685125052541337,0.904810956778959,-0.3622552062601829,1.2165049143717888,-0.27564910303674633,1.3304101108619595
11,-0.9165253669604422,-0.46816272018713856,-0.8997952591543159,-0.1215492698558363,-0.1021630420449465,0.1501325772403618,2.56941336271109,1.2366042985183252,5.042724264737753,1.4621205355538003,-0.7329429455681842,-0.312154675035177,0.01767191182813662,-0.5924826533068289,0.5900984176551717,-1.4538668326111015,1.0390124975646944,-1.846733878853658,-0.8997880809401456,-0.39576196444370054,-0.12305595744176784,0.16542956221821856,-0.4564455264167653,0.9304208594227258,-0.6431746780171671,1.3149357619166426,-1.1479150409977372,-0.37841092857794195,-0.3652992408334944,0.4058785321029512,-0.6742618831547601,0.9335561432421099,-0.7508233011161459,1.1966745496389684,-1.2616758732093345,-0.4068447842912192,-0.7247288328311872,0.14073076523973818,-0.6745042414679986,0.6580378210140406,-0.5843299562799624,0.8930865984209813
12,1.5231003303470383,0.4360747441061031,1.599006870408709,-0.32669486825924654,-1.5492425829447782,-1.6356985457778743,-4.717944147227898,2.275527407624081,-3.7173151497856565,1.0778075932110465,0.2460590741536337,-2.2466916662422043,0.246450794410617,0.38669710316578854,0.47958888135450334,1.2562631263763124,0.4624602042211408,5.8517587345526225,-0.1903182782988264,-1.993341314716484,3.2036608279382044,-0.28892360284008056,2.484037281523495,0.9502973709640956,1.309048244454641,6.0464774835584825,-0.8662093342027497,-1.143453979834725,-0.7679274070084504,-7.839363070954586,-0.427608109800327,-8.456318553771435,-0.5096888211909546,-3.3450206446305555,-0.8808445516916301,1.2439618546825784,0.2995593989567738,0.6151758880417583,0.9841954613469898,1.8112541519045138,0.7986475322833141,5.029421717270588
13,1.8131250022804273,1.0965556780876877,2.399678449799613,-1.2668254326093027,1.3068104520306212,-3.0059637164650845,-2.7972883590495377,-0.5796111510181919,-5.67947131404426,1.429768859231617,-1.0089114720855386,-0.7786266167334732,0.2716670168989198,-0.29878578226875213,1.1638178451271142,2.6195335794143855,-0.11240723521600987,5.567844745140766,-1.8816250493791964,-0.10121343181304711,-1.9916418452037121,-6.8675177161440235,0.4049373973561466,-5.220571500920854,0.7333642212023804,-0.07309304542069517,-2.8968855620955485,0.16077170063151086,0.49750282225815323,0.2717084650976807,2.6263360545166363,3.1943595893019627,1.9841794262055206,5.735147618823979,-2.867199046230948,0.2675971738364274,0.4257041218573861,-1.2739452332660164,2.00904731472102,-0.07708725141491737,1.3030247186193846,1.1590072560203455
14,-0.056013893371578666,1.9057554347671655,0.11762440750682615,-0.561927264114821,0.04255633675014309,-1.2681579511196155,1.167918537231198,-2.5214120102763857,-0.19832793043958355,-3.5478152203951248,-0.30928707888561074,0.2787618023354684,-1.5700814386584105,-0.3788012955712427,-0.3647034923230316,-0.30190824117751486,0.42491205593827314,0.7107669160474227,-0.19920983483456706,0.2300305264375639,-0.7840827611725132,-0.9647155239926188,0.16948336878980141,-1.2445277805795205,0.2861273629038253,-0.1087347147829337,-0.5651620950771712,-0.3218953465296285,-0.15102810334983988,-0.6623028105655645,1.177523617929005,-0.9214334685808002,1.9073749500895842,0.1183728570039565,-0.8139266190942879,-0.4368160987631655,0.9291860121576588,0.5094766027752914,2.217580883580303,-0.18718643142224814,3.562233603612803,-0.27765162281195316
15,-0.37443854897038426,-2.125019635358802,-1.1402073377971946,-1.3618459741106317,-1.1355778070236118,-1.1082733431190115,-0.564173617793657,-1.570011078395576,0.21729969028782656,-2.5176196763127967,-0.949126741118674,-0.9960561356711835,-0.6798403397961252,0.2790816246427954,0.2083610838019838,-0.0272433781480216,1.0835939726111499,-0.03337105457915219,-1.4687287003096958,-0.8793781392669462,0.46351159087496857,1.5772556315065493,1.2028392438420077,2.0555551410332837,1.6728352309434287,2.274528576639156,-1.7138305700039203,-0.44342116219432853,0.9882803805855204,1.4231806742175008,-0.20511363613837996,0.7052501311306048,-1.11606572011598,-0.0898677916141524,-1.521993297361435,0.11429964772757027,0.7594600013100631,1.5649771331486038,-0.3068443269379352,0.9919280039957203,-1.4356107232150408,0.20853682448118963
16,-0.4591521803140647,-1.7621669662654782,-0.18516067564678917,-1.7818549502432108,0.044920803401274446,-1.4273047756378874,0.1892889826403648,-0.18818905139511102,0.18970748334826235,0.726116388265399,-0.3055289305085179,-2.1538221121395074,0.027846651718817613,0.2608717093834733,0.15546040265539426,1.3539819585525452,0.15480547065443215,1.8569394719694405,-0.6484547106163199,-1.883498795643923,-0.5514211917291776,0.9221265502816399,-0.5242878071602467,1.6214828015901617,-0.5120753819418838,1.8323226645439934,-0.8007817983330139,-1.4253058608048046,-0.5701461422001849,0.8800573957160922,-0.5026352829162705,1.0914895574317607,-0.4748211727870375,1.0928968293391965,-0.7158993632278784,-1.0170678902958281,-0.5180866655736298,0.42243018702295027,-0.38550878143699646,0.43874637144149264,-0.2882845305792482,0.3251172892658852
17,1.9592933047087924,1.6446056273302008,-0.27644958829630845,2.984552552406211,-1.3454070596181853,3.490025137509112,-0.31808872887786904,0.4132488397823513,0.2078838222813252,-4.121435008657908,1.0127281913755155,2.2910696928667016,-2.1540765289087056,1.7493849297702493,-4.482654623734599,-0.5236585463075568,-5.707080002507176,-2.5184617695424856,2.2312249119946714,0.3581523093989539,2.394151453098986,-0.1430642912800918,1.4100629833902374,-1.9458903129374763,1.033170149209541,-3.281891501240688,2.412873759628865,-0.6773769956842309,-0.2002373867456767,-1.8075322261687863,-1.921479375251406,0.203887636817372,-2.0487267145036654,1.0787272066548066,2.089955999013449,-0.8963763905277088,-0.08482514576700083,-0.54166573279969,-1.1818018993620902,0.5751464584968152,-1.3777576579603186,0.5828959314351828
