representation,n_observations,n_predictors,n_classes,train_accuracy,test_accuracy,train_error,test_error,cv_best_accuracy,best_n_estimators,best_max_depth,best_max_features,best_min_samples_leaf
raw_xy,3219,42,34,1.0,0.5372670807453416,0.0,0.4627329192546584,0.5009708737864077,500,20.0,sqrt,1
raw_xyz,3219,63,34,1.0,0.5590062111801242,0.0,0.44099378881987583,0.5219417475728155,300,20.0,sqrt,1
translated_xy,3219,42,34,1.0,0.7795031055900621,0.0,0.22049689440993792,0.7794174757281553,500,,sqrt,1
scaled_xy,3219,42,34,1.0,0.8462732919254659,0.0,0.15372670807453415,0.8446601941747574,300,,log2,1
distances_xy,3219,210,34,1.0,0.8167701863354038,0.0,0.18322981366459623,0.8244660194174758,500,,sqrt,1
normalized_distances_xy,3219,210,34,1.0,0.8509316770186336,0.0,0.1490683229813664,0.8617475728155339,300,,log2,1
angles_xy,3219,15,34,1.0,0.7593167701863354,0.0,0.24068322981366463,0.770873786407767,500,,sqrt,1
hybrid,3219,267,34,1.0,0.8726708074534162,0.0,0.1273291925465838,0.8788349514563105,100,,sqrt,1
