,theta_0_1_2,theta_1_2_3,theta_2_3_4,theta_0_5_6,theta_5_6_7,theta_6_7_8,theta_0_9_10,theta_9_10_11,theta_10_11_12,theta_0_13_14,theta_13_14_15,theta_14_15_16,theta_0_17_18,theta_17_18_19,theta_18_19_20
stop,-0.08178136457880411,-0.6291488770489786,-0.13337712063576426,-0.5429284611982369,0.20030638621468128,-0.34871312047673325,1.6716411624079157,0.9497328361843557,0.17137255922518319,1.1037823733285868,1.396814863987833,0.4893095823231363,-0.9445885481376822,0.2148032882159592,0.008528364970103584
stop_inverted,-0.12401179016763281,-0.8548041070588487,-0.567983425589506,-1.7264605881909925,0.9433187453311878,1.5143421754053916,1.7026770142162446,-0.1420676245233752,0.42148273252456364,0.3803230523874,1.690881799778957,0.6511068802341998,-1.4047228175032378,0.8367933950364261,0.7733166604546832
take_picture,0.0029549480779738914,-0.4949703092383371,-0.38217923157084915,0.050630401448882555,1.868154890233829,1.8326842701582224,-0.4232897813767477,-1.9883281487106996,-0.6034479977605544,-0.9727562575954943,0.04197398480061888,0.09700972099945619,-0.748545621603689,-0.7698446360545236,-0.5629330228009323
three,-0.852347017668482,-2.22374050095455,0.010713502546909852,0.36361729101999435,-0.8911745063326373,-0.514127241496923,-0.614326757312629,1.05899553962526,0.7005524466005549,0.6819609111261219,2.859082783614752,1.1466801195088685,-0.3185389411385324,-2.239985997836043,-0.5607330662292679
three2,0.17325427327014487,2.0246581348556973,0.4619527026556637,0.5613717125245843,0.12614770871452358,-0.739907604516322,-0.1781949957100666,1.9840177454049575,0.07491814754768716,-0.9644746574980918,-1.5766545116453603,1.1013811064323675,-0.8436392584888068,-1.5887488492981674,-0.48244628232821896
three3,-1.1232732111508683,-1.5503936155125522,-0.048278062187549486,0.5627039902196629,-0.34881782522728416,-0.04515923186578421,-0.19717405357818935,1.1781014840835522,0.10343537713723468,-1.161701489361839,-2.937941525149388,-0.6145605401453718,1.0528431430338392,2.749588139841042,0.47857158673959144
three_gun,-0.17792731873495762,3.2117679312149896,-0.22283771408823788,-2.152883113525522,0.05879046172113225,0.5504117296122256,2.001406501418194,1.8748825116510293,-0.09832963224289316,0.6844226239558135,-1.0166692879207835,-0.5419134075868152,-1.5410249607894189,-1.5843419825348586,-0.12303784574096192
thumb_index,0.31322530157547973,1.0603412345969867,0.5621744572071248,-0.3116836243452513,1.525394974211861,0.3381866467906829,-0.6862145064063493,-3.069172929342928,0.2935962551590654,-0.9225862932399623,0.3666900680005169,-1.3105325007297888,0.25697721283392183,-0.7214982916206037,0.2658246596288703
thumb_index2,0.9125944839526857,0.4223977722700774,0.6013744147819055,-0.5178763252879565,2.0534783871226994,0.8077090470851916,-0.21603724038836508,-2.4276406221250366,0.32372938747602736,-0.8287076687893805,-0.18405995038453296,-1.0909747498248183,-1.8371279343409235,-1.3147889597754596,-0.005241595935589276
timeout,-0.14502322267793374,2.2815290958398555,1.4013931776556803,0.49689622929201605,1.3093429531110692,0.7526452525522799,-0.29093493991213426,0.8931500318335928,-0.16455711889106933,0.21391303229493397,0.7934617002636499,-0.06614117029577408,1.7662421372000923,0.5838378686089438,2.7423850478621747
two_up,-0.23728907010378542,-1.8732649247271613,0.5017364151353204,-0.13350526970006577,-0.11896869593544533,-0.2766196709148014,2.903395486657687,1.0465630846494878,-0.7272167941893397,0.23988236879248281,-1.0729301450412883,1.0082495284787696,-0.3662432049281265,-0.9556669260887611,-0.17833653024737448
two_up_inverted,-0.7163447790607783,-0.25904034204301385,-0.07499061255085547,-1.7379954196490162,1.7410258954912456,-0.06218175030474984,1.6662511852768733,0.947933638700584,-0.3239509059812521,-0.6162028057063391,-1.2435563146632094,-0.3427428249991708,-0.30018728554182333,-1.2725896583185972,0.0951646244171313
xsign,-1.500469942722253,-0.4717647673665722,-1.0531507359314773,-0.8721977195716756,-1.8995165499646283,-0.6561820643989718,-0.4476766126169855,-0.8406613002162459,0.37289754869338315,-0.5931386250403696,0.8607563427324452,-0.37169722190464605,-1.0472325720055258,-1.1984496402719638,0.8122660049326583
