representation,n_observations,n_predictors,n_classes,train_accuracy,test_accuracy,train_error,test_error,cv_best_accuracy,best_C
raw_xy,5653,42,29,1.0,0.9973474801061007,0.0,0.0026525198938992522,0.997788832934044,100
raw_xyz,5653,63,29,1.0,1.0,0.0,0.0,0.9986730552975114,100
translated_xy,5653,42,29,1.0,0.9982316534040672,0.0,0.0017683465959328348,0.9966833716325233,100
scaled_xy,5653,42,29,1.0,0.9991158267020336,0.0,0.0008841732979664174,0.9973463550579378,100
distances_xy,5653,210,29,1.0,0.9982316534040672,0.0,0.0017683465959328348,0.9975673495330758,10
normalized_distances_xy,5653,210,29,1.0,0.9982316534040672,0.0,0.0017683465959328348,0.997788099545299,1
angles_xy,5653,15,29,0.9986731534719151,0.9885057471264368,0.0013268465280849018,0.011494252873563204,0.9856246027477631,100
hybrid,5653,267,29,1.0,1.0,0.0,0.0,0.997788099545299,1
