,x0_scale,y0_scale,x1_scale,y1_scale,x2_scale,y2_scale,x3_scale,y3_scale,x4_scale,y4_scale,x5_scale,y5_scale,x6_scale,y6_scale,x7_scale,y7_scale,x8_scale,y8_scale,x9_scale,y9_scale,x10_scale,y10_scale,x11_scale,y11_scale,x12_scale,y12_scale,x13_scale,y13_scale,x14_scale,y14_scale,x15_scale,y15_scale,x16_scale,y16_scale,x17_scale,y17_scale,x18_scale,y18_scale,x19_scale,y19_scale,x20_scale,y20_scale
K,-0.15537423335958528,0.009949214703316046,-0.4638383983039508,0.0916041815158784,-0.3528449267658339,-0.11331892798172738,0.42785890186731446,-0.5726289687659614,1.2544074361953608,-1.091109888306625,0.25609243967642203,0.5744943192970536,0.45026147067964306,0.4246718448612094,0.5798129996088159,-0.06579541113830767,0.638430350072783,-0.3572251196093245,0.480561533118677,0.5234394925382403,-0.3078251709736356,0.3329264337677175,-1.0917754103740847,-0.4208120845355537,-1.4170198216648446,-0.7170671543649926,0.3608241928486927,0.2986322041237437,-0.33015799623536596,0.6093906190593383,-0.20682413531796653,0.7446951388048432,0.10940734838196925,0.6937317615999261,0.23359760645072808,0.02647264522673505,-0.13081194124515327,0.37030398217872135,-0.18222280962070062,0.5219719675245921,-0.08241970602213297,0.4582056669534253
L,-0.8496163046541721,0.01199344828609687,-0.9209942720980241,0.2665535945748289,-0.6166129246553215,0.5191580548709863,0.31356435753601797,0.45618147434535905,1.0738931348730922,0.3690194519442113,-0.7027452033847211,0.28610461612997656,-0.44732755485380676,0.3395016907194351,-0.29916245849744855,-0.09123993704092388,-0.2168798289681353,-0.24037819203411093,-0.8637700378317715,0.289658053028563,-0.4733891473638453,0.3119593880922256,-0.33720889401016185,0.334691494548609,-0.32213108461221046,0.3364842630592915,-0.5812568259556006,0.27193008764655263,-0.21147673728195407,0.35162166505102266,-0.15574050888925425,0.40677650220516576,-0.26093105819555246,0.3754151908728845,-0.35563161375972413,0.15430054589896555,-0.1126092513660343,0.26331244528675773,-0.06875182924279372,0.41286763628116324,-0.11012145328582874,0.4227601507015638
M,0.14278965347354017,0.012772031941365216,0.4081213007028923,-1.200685009749879,0.4118660640540631,-2.4208691636856563,1.2285240897054586,-0.8858469073272327,1.0329424548852026,0.5742193815164944,0.2857591206454795,-1.3305000450805315,-0.707184166626222,-1.3808817922434633,-0.8807895513166775,0.8072982612124823,-0.4357969558621698,1.301148182325176,0.32795406245851094,-0.8636717543631637,-0.6104494108594515,-1.4962475763392002,-1.1131519080557266,0.7811270763074812,0.6307399077863137,0.8163447599296352,0.23178651041196396,-0.8533988338332423,-0.2880810304533358,-1.7727658804253352,-1.204305736403233,0.19504047960841858,0.02269590667910679,0.4530288918429194,0.3628943924019102,-0.9518656598143409,-0.06252455591709123,-1.0410063942713552,-0.46695385674541534,0.4796714861410001,0.06785919184852408,0.4979147959319401
N,0.8669170556236644,0.08632539753763221,0.949753361657467,-0.8642656839282631,-0.10220092091068127,-0.6396740292656815,-1.0741025624661704,-0.2777720312079608,-1.0838202434997475,-0.7619253185197344,1.10260279539744,-0.7057881931876795,0.9446231104902204,0.40106477865932205,0.20422419362803862,0.4053697871080695,0.09191894585306062,0.9217840948899783,0.515838581240441,-0.8658255013571886,0.4847490115730375,-1.0781840186980653,-0.2341702478234192,-1.1470110803844,0.29564928517896316,-0.08859805250266517,-0.3214463891132477,-0.7152172872951166,-0.05508264874028061,0.7912760551365893,0.144705218529372,0.7216700912527237,0.7654935965708712,1.0805438496396749,-0.43523341581003694,-0.40943437255653553,-0.08252611604927323,0.7628149124735552,0.013088828647986673,0.8143129852622486,0.29692194619193507,0.7010843292156367
O,0.043945905175976144,6.448120620226264e-05,-0.32819150867793867,-0.08582042521309552,-0.4089301989352637,-0.11472244988918036,-0.4556197423454939,-0.2195628580230253,-0.23455796264015416,-0.32966393264317184,0.29544205457587475,0.2558152697062407,0.11835179858762691,-0.14860163934571965,-0.12251079215816053,-0.41604016738069993,-0.2474317478241843,-0.22634517389764014,0.8307237483688165,0.26129448977876596,0.554000757244946,-0.3405130652800184,-0.18879178525718324,-0.5497786523355707,-0.545132771917582,-0.3731830305802004,0.7355754762040863,0.16588024064191031,0.45829816161183096,-0.2644265463517911,-0.0401634270978265,-0.49977017077850394,-0.42684015009640447,-0.42834020305040915,0.4661483374218909,0.058433483086756645,0.2837453260846158,-0.16388782079380054,0.002901385238949896,-0.2678774845248393,-0.23518515590428424,-0.200757284601042
P,0.3400059509444072,-0.6232052467602301,0.1835298306127655,-0.21639294194735506,0.09331428641515332,-0.20868533637871153,0.3144522434809346,-0.49169394897386104,0.36963692036530604,-0.5191015598629303,0.19233043045258982,-0.6135424838691299,-0.24253318408123728,-0.34659293728253643,-0.38457267526698163,-0.6451486643536071,-0.47087748882105734,-0.45832991486723745,0.3837027213459518,-0.33116704445476386,0.31459732072204843,0.7456609194948822,-0.35728275939928145,0.9825100762118277,-0.7414125444604239,1.2000294455208986,0.3143162720924387,-0.154985022654458,0.39407163828723535,0.2968772274971556,0.11639454198333522,0.28596585324182205,-0.14266547005201405,0.4499360239066797,0.2438173051982158,-0.25630299242306914,0.2616344570943663,0.10343197135610188,0.19054669878639424,0.11882155903297313,0.09553743353789584,0.2826671107670486
Q,0.5631698576150111,0.11616340337879202,0.09388560647558983,-0.529544660060746,-0.28433188362389333,0.11397271085411168,-0.4263548097754165,1.0850247639551984,-0.5104814790943025,1.0825808242977357,-0.12119446139954164,-1.2054105535383877,-0.4467283142482733,-0.28448409975736244,-0.5004002571315201,0.6808104524833954,-0.4473493397004886,0.9854951739238499,0.2597735077574569,-0.7283347145789155,-0.5447556321583134,-0.5510536895024789,-0.24543057229420512,-0.3267798472432222,0.0960495829575473,-0.2835654182317065,0.3683496004616286,-0.26699376124000745,-0.2499555927089435,-0.24290640265365263,-0.027799680566564577,-0.0940471344562529,0.13940414610014834,-0.3023347634855404,0.24987653860317235,-0.23201553330340374,-0.028966722000926808,-0.009987367068582274,0.07339690206787412,-0.05161348787786971,0.20527641266504204,-0.2521194106494458
R,-0.3636941044858131,0.00012168955293945967,-0.32608837136347624,-0.06074469473388989,-0.41165618926207403,-0.06992424193314335,-0.18096436022504764,-0.32981166122677485,0.060495364070867884,-0.9389674070844779,0.8581914637045845,-0.12140496407860435,-0.23122510451470044,0.044994326407317244,-1.0004786242914256,-0.5523206439736036,-1.6125290136562112,-0.5811158052180707,1.0832941882504423,-0.03729909241835081,2.516549324273304,-0.09965422836913283,2.610608234116888,-0.33998183049839414,1.9994072187204712,-0.381140710089748,0.37408214816154556,0.0699483997339151,-0.47858349491013674,0.1816877996933718,-0.1269913004806725,0.29263163605277204,0.6662109978400103,0.13164641986591846,-0.004739504425942241,0.14439523806343024,-0.30242642159482125,0.3232722159560556,-0.07472530463360481,0.4473544092166416,0.29352504318952755,0.31473703950940335
S,-0.6484803028446368,0.111858014324728,-1.0466833671069988,-0.6742876762656551,0.7449216940491415,1.769302014677875,0.5734745351149254,0.20189224153047286,-0.9105106598536683,-0.6690201557555152,0.5747740135800775,-0.8293140842198188,-0.8029128243890885,-2.484511018012145,0.47088631514614776,0.42106428803108725,1.4758332174057673,-1.2626603237679384,0.8404465401267485,-0.3522797501350248,-0.2970354902905367,-0.40724231109637055,1.4082996707389206,0.8535167227074896,0.5184991334666936,-1.3428803698925633,0.7989277264467326,-0.018841521836235196,-0.9559207229923369,-0.4680753336768439,0.2552596100476277,0.36064453285502174,0.3545212325238376,-1.3929820576034588,-0.07624537308324335,-0.16677898306219555,-0.5622718444106551,-0.521931578153386,-0.1665019583773581,-0.13579763157532126,-0.3703211673866969,-0.6263396159671649
T,-0.37226035018827497,0.02071145472042166,0.010366145920736832,1.0882679900079055,0.3740436724680579,0.33177414689344703,0.524721890239399,-0.957723220712267,1.4041680496921833,-2.317258430049524,0.6261988873912979,-0.30766298694999855,1.1752103101891218,-0.9999611494264914,0.7644635131378527,-1.1105253858896984,0.29935879881733396,0.34251353515197513,0.2200700933064782,-0.16769553947246624,-0.24548051880562724,0.610711759539689,0.3200200370656569,1.2753231291243559,0.5679401608435133,1.128691305476374,-0.2378427980105493,0.09327065252005472,-0.1740952955924358,0.7398277969012977,0.07242825496283663,1.033678763554491,0.11857989137576876,0.7560222475514576,-0.3748310098541882,0.5008792963660916,-0.2673265317454906,0.8772028991518168,-0.04234586765078548,1.1407841912789347,-0.04472585143283837,0.8420786821642217
