class,feature,coefficient,abs_coefficient
A,y4,-1.5350430233329564,1.5350430233329564
A,x4,1.116508246315921,1.116508246315921
A,x3,0.830877346693276,0.830877346693276
A,y8,0.7809866196097232,0.7809866196097232
A,y1,0.751949579948114,0.751949579948114
A,y17,-0.7371804921875215,0.7371804921875215
A,y12,0.7363090467021144,0.7363090467021144
A,y0,0.7344738205722349,0.7344738205722349
A,y16,0.7329066080449256,0.7329066080449256
A,y13,-0.7320121825992697,0.7320121825992697
B,y20,-0.9960176438401489,0.9960176438401489
B,y16,-0.8382340235317572,0.8382340235317572
B,y12,-0.6253959603981014,0.6253959603981014
B,y19,-0.6246135297226414,0.6246135297226414
B,y15,-0.5870126972756486,0.5870126972756486
B,y8,-0.5742779335693207,0.5742779335693207
B,y11,-0.5124679867037109,0.5124679867037109
B,y7,-0.5057022509161572,0.5057022509161572
B,z0,0.43800776521892376,0.43800776521892376
B,z14,0.3924153011041148,0.3924153011041148
C,z5,-0.3288339680502456,0.3288339680502456
C,z3,-0.3104082083849506,0.3104082083849506
C,z6,-0.3071428132326722,0.3071428132326722
C,z2,-0.30366440051649146,0.30366440051649146
C,z9,-0.29474075196605726,0.29474075196605726
C,z4,-0.27883862061465814,0.27883862061465814
C,z7,-0.2678813811285588,0.2678813811285588
C,z1,-0.24494155343626262,0.24494155343626262
C,z0,0.2447156076405877,0.2447156076405877
C,z8,-0.23073028669183276,0.23073028669183276
D,y8,-1.0439434391682794,1.0439434391682794
D,y7,-0.9087715271837019,0.9087715271837019
D,y12,0.8712057931716536,0.8712057931716536
D,y11,0.6265583278498874,0.6265583278498874
D,x2,0.5351858973961526,0.5351858973961526
D,z7,0.43348797771064324,0.43348797771064324
D,x7,0.39156478512288306,0.39156478512288306
D,x4,-0.3909390692208266,0.3909390692208266
D,z6,0.3876067019007168,0.3876067019007168
D,y0,0.37908492408168315,0.37908492408168315
E,y4,1.3521743626626745,1.3521743626626745
E,y10,-1.2201249731558137,1.2201249731558137
E,y14,-1.0589233714719541,1.0589233714719541
E,y0,0.7944256281809811,0.7944256281809811
E,x2,0.7163734618941208,0.7163734618941208
E,y3,0.6242906430494561,0.6242906430494561
E,z14,0.6076583679563934,0.6076583679563934
E,x1,0.6072843684545782,0.6072843684545782
E,y6,-0.5952605347975043,0.5952605347975043
E,y15,-0.5882330507875905,0.5882330507875905
F,y8,0.6159322187800108,0.6159322187800108
F,y16,-0.5951564425284132,0.5951564425284132
F,y7,0.5926220884862672,0.5926220884862672
F,y15,-0.4660389682093238,0.4660389682093238
F,z20,-0.4606888801960414,0.4606888801960414
F,y20,-0.43163518620023406,0.43163518620023406
F,z16,-0.4265345632448223,0.4265345632448223
F,z17,-0.3720257972826622,0.3720257972826622
F,z19,-0.37016027084126013,0.37016027084126013
F,y6,0.35514049256287045,0.35514049256287045
G,x12,0.6390495957257084,0.6390495957257084
G,y17,-0.6259828728567206,0.6259828728567206
G,y8,-0.555858544709949,0.555858544709949
G,x8,-0.5064170587502885,0.5064170587502885
G,z20,0.4984651259967665,0.4984651259967665
G,y13,-0.4979663382729023,0.4979663382729023
G,x7,-0.48566219643480335,0.48566219643480335
G,z19,0.46805746509656765,0.46805746509656765
G,z16,0.41176115290418763,0.41176115290418763
G,x4,-0.4071175942085784,0.4071175942085784
H,x12,-0.6656922969202765,0.6656922969202765
H,x11,-0.5322271318823588,0.5322271318823588
H,x1,0.37787483779910996,0.37787483779910996
H,y1,-0.3621726454506573,0.3621726454506573
H,z20,-0.3574334789020474,0.3574334789020474
H,z4,0.3493098391000164,0.3493098391000164
H,y18,0.331125616866051,0.331125616866051
H,y2,-0.32987808572021804,0.32987808572021804
H,y17,0.328529576671466,0.328529576671466
H,x0,0.32153772268811115,0.32153772268811115
I,y20,-1.2293558986031035,1.2293558986031035
I,y19,-0.9450703621579781,0.9450703621579781
I,x5,0.5541453892844261,0.5541453892844261
I,y7,0.47966586583712095,0.47966586583712095
I,z0,-0.37536584536036244,0.37536584536036244
I,y8,0.371365798536182,0.371365798536182
I,y18,-0.3640510064173794,0.3640510064173794
I,x9,0.34911114552344924,0.34911114552344924
I,x6,0.34563444460019094,0.34563444460019094
I,y5,0.33294947803769004,0.33294947803769004
J,x1,-0.7414524631140686,0.7414524631140686
J,x4,0.622254082923421,0.622254082923421
J,x0,-0.5800473402664057,0.5800473402664057
J,x2,-0.4934472703871752,0.4934472703871752
J,x20,0.4716385711132458,0.4716385711132458
J,y4,0.4630581269164454,0.4630581269164454
J,x5,-0.4411511436973614,0.4411511436973614
J,y2,-0.3878629723518331,0.3878629723518331
J,x10,0.3759074231185917,0.3759074231185917
J,x14,0.36816012945383386,0.36816012945383386
K,x12,-0.6459642793967836,0.6459642793967836
K,y4,-0.62918974954549,0.62918974954549
K,y15,0.4994701527024672,0.4994701527024672
K,y12,-0.48521260098549507,0.48521260098549507
K,y19,0.46166332678736316,0.46166332678736316
K,y16,0.44674028832007906,0.44674028832007906
K,y14,0.4332520536201242,0.4332520536201242
K,x11,-0.42569704081621595,0.42569704081621595
K,y20,0.3964224840539818,0.3964224840539818
K,z1,-0.390628761412692,0.390628761412692
L,x4,1.2616925326958983,1.2616925326958983
L,x3,0.7201265008647633,0.7201265008647633
L,y8,-0.4790073543795661,0.4790073543795661
L,x0,-0.47007012758876354,0.47007012758876354
L,x1,-0.44521986939639563,0.44521986939639563
L,y7,-0.4410802128998753,0.4410802128998753
L,z13,-0.3723366886822712,0.3723366886822712
L,x9,-0.3404461618239955,0.3404461618239955
L,x13,-0.3360926672579437,0.3360926672579437
L,y4,0.3180368696314839,0.3180368696314839
M,y4,1.0415703117471362,1.0415703117471362
M,z4,0.9749515686268583,0.9749515686268583
M,y14,-0.8828171940659134,0.8828171940659134
M,z10,-0.8691856462536657,0.8691856462536657
M,x3,0.7958264092648447,0.7958264092648447
M,z11,-0.7896589077853367,0.7896589077853367
M,y1,-0.7870260992851876,0.7870260992851876
M,z7,-0.7585550820257384,0.7585550820257384
M,z3,0.720568799507259,0.720568799507259
M,y2,-0.6904196828292877,0.6904196828292877
N,x4,-1.0094746325471646,1.0094746325471646
N,x3,-0.9391656178698397,0.9391656178698397
N,z12,-0.7046959275626669,0.7046959275626669
N,z16,-0.6891227541652962,0.6891227541652962
N,y1,-0.6458984603333159,0.6458984603333159
N,y11,-0.6105418272143934,0.6105418272143934
N,y10,-0.6006085513850211,0.6006085513850211
N,y2,-0.5615062111804585,0.5615062111804585
N,z4,-0.5268409002841685,0.5268409002841685
N,z11,-0.524696563376198,0.524696563376198
O,z5,-0.47274138738406246,0.47274138738406246
O,z9,-0.43419713287202144,0.43419713287202144
O,x12,-0.40249684011514525,0.40249684011514525
O,x9,0.37941733345155026,0.37941733345155026
O,x13,0.362341621130382,0.362341621130382
O,y11,-0.33138022609151074,0.33138022609151074
O,x10,0.3281742071574644,0.3281742071574644
O,y15,-0.3020652253851771,0.3020652253851771
O,x2,-0.3017345671872841,0.3017345671872841
O,z6,-0.2970571890430678,0.2970571890430678
P,y12,0.6836116847389938,0.6836116847389938
P,y11,0.6483063773544183,0.6483063773544183
P,x12,-0.600043934083645,0.600043934083645
P,y10,0.5497813537664434,0.5497813537664434
P,x8,-0.509390732626525,0.509390732626525
P,x7,-0.459566921109615,0.459566921109615
P,z12,-0.44754532069751735,0.44754532069751735
P,z17,0.43218296872261014,0.43218296872261014
P,y0,-0.395442384819602,0.395442384819602
P,x11,-0.3911368075450261,0.3911368075450261
Q,y7,0.8072368775719223,0.8072368775719223
Q,z13,0.7557671523288673,0.7557671523288673
Q,y8,0.7238445473471458,0.7238445473471458
Q,y4,0.6779535060623562,0.6779535060623562
Q,z17,0.6364902615136155,0.6364902615136155
Q,z9,0.5368640576554301,0.5368640576554301
Q,y3,0.47796984611199056,0.47796984611199056
Q,z14,0.4767760249257181,0.4767760249257181
Q,y0,-0.45865219887804093,0.45865219887804093
Q,y5,-0.4428598297615304,0.4428598297615304
R,x11,0.9124772095170531,0.9124772095170531
R,y4,-0.7462214042490664,0.7462214042490664
R,x10,0.6990042217718844,0.6990042217718844
R,x8,-0.6976681015890518,0.6976681015890518
R,x12,0.694710891862881,0.694710891862881
R,z12,0.618000372760488,0.618000372760488
R,z13,0.5687748741246195,0.5687748741246195
R,z9,0.554946722864189,0.554946722864189
R,z1,-0.5494187754023994,0.5494187754023994
R,x7,-0.5397236649312376,0.5397236649312376
S,z20,1.2215665823864958,1.2215665823864958
S,z16,1.1641053224618716,1.1641053224618716
S,y7,0.9047338312788088,0.9047338312788088
S,x4,-0.8482858019445841,0.8482858019445841
S,z15,0.7755377611113163,0.7755377611113163
S,z13,-0.7628974338212325,0.7628974338212325
S,x8,0.6971355372279037,0.6971355372279037
S,z19,0.6942661211447982,0.6942661211447982
S,z17,-0.6239175749282915,0.6239175749282915
S,z9,-0.5437574282008238,0.5437574282008238
T,y4,-1.8005743365299063,1.8005743365299063
T,x6,0.9089530623473405,0.9089530623473405
T,y3,-0.8688996519096531,0.8688996519096531
T,y11,0.8172935372913336,0.8172935372913336
T,y6,-0.6734780027664756,0.6734780027664756
T,z12,0.6437966530888478,0.6437966530888478
T,z14,-0.6153525563383963,0.6153525563383963
T,y7,-0.6087909338605414,0.6087909338605414
T,z0,-0.6077467356360466,0.6077467356360466
T,y10,0.5633368338589931,0.5633368338589931
U,z8,0.8810277588370518,0.8810277588370518
U,z7,0.8554090833718816,0.8554090833718816
U,z20,-0.8393234764337131,0.8393234764337131
U,y16,0.7686052389120701,0.7686052389120701
U,y4,0.7347056588585944,0.7347056588585944
U,z19,-0.6728016928585683,0.6728016928585683
U,z6,0.6679800920217304,0.6679800920217304
U,z16,-0.6527147547301235,0.6527147547301235
U,y12,-0.630417126285883,0.630417126285883
U,z0,0.625182109216571,0.625182109216571
V,x7,0.9476564921969735,0.9476564921969735
V,x8,0.9465836484202987,0.9465836484202987
V,y4,0.7897395290537281,0.7897395290537281
V,x6,0.776854197189199,0.776854197189199
V,y3,0.7102035448053095,0.7102035448053095
V,y14,0.6674989794617523,0.6674989794617523
V,z1,0.6319734833130082,0.6319734833130082
V,x4,-0.585284535635068,0.585284535635068
