feature,importance
d8_12,0.015006101719283784
d4_16,0.013837690314689354
d4_15,0.012132341833683785
d4_19,0.011804294978052243
d16_20,0.011610249969313946
d2_8,0.011082736136954145
d4_20,0.010938618033373237
d7_11,0.0107083274148121
d4_13,0.0104789986268915
d9_11,0.010391601507058777
d8_11,0.009639511958344244
d3_5,0.00957609256905059
d8_16,0.009333290417998675
d4_18,0.009273442127403088
d3_7,0.009241599622059811
d4_17,0.00913044150928729
d3_11,0.009032860868397262
d13_18,0.00902235713996592
d9_14,0.008975595604207593
d2_5,0.008916359753993817
d4_14,0.008796294119070866
d13_15,0.008652616178609695
d4_6,0.008623696769477864
d4_8,0.008327724156704278
d1_12,0.0083040308321585
d0_20,0.008297286427064695
d13_20,0.008204964060892514
d13_16,0.008194364404059643
d5_7,0.008193045650514028
d12_15,0.00818883247002645
d12_16,0.008074290016589073
d3_16,0.008021889825644548
d3_12,0.00784609480863144
d4_12,0.007721684416436676
d4_9,0.007678993339456065
d0_16,0.007582356024136812
d14_15,0.007488093605499765
d17_19,0.007474663582670614
d2_12,0.007469104070509943
d5_11,0.007293173426422164
d4_11,0.0072868008147498175
d8_20,0.007261793896256984
d7_12,0.007260493046286339
d7_16,0.007229877359695107
d17_20,0.007197591867981197
d3_8,0.007187122310651423
d3_9,0.00718276457589819
d1_11,0.007132565749187948
d4_10,0.0071171545541756165
d11_16,0.007097036759351657
d15_19,0.007051085281210818
d5_8,0.006949804387122198
d13_14,0.0068872858502861635
d12_20,0.0067030775280484504
d15_20,0.006576683807831622
d9_12,0.00650662587769354
d11_15,0.006465373387919077
d8_9,0.006299150705474123
d3_19,0.0062425571953102265
d5_12,0.006162390638876215
d3_6,0.0061562996817598045
d2_9,0.006094979934015251
d0_13,0.00604955803223573
d3_15,0.006049508251327324
d18_19,0.005899583010809015
d2_16,0.005854912153058862
d19_20,0.005734643848779759
d4_7,0.005630226779595996
d16_17,0.005562513153639521
d12_13,0.005560001871091958
d0_9,0.005478099259241496
d1_16,0.005447433704121298
d12_19,0.005439400658522367
d5_10,0.005431439934143276
d1_20,0.005341129045596122
d3_20,0.005324660517787335
d16_19,0.005302547254671231
d1_9,0.005269630762647753
d5_14,0.0051233076523110035
d9_16,0.0050664394573816775
d6_7,0.005044791231227998
d6_10,0.005014355108398341
d11_12,0.004999197715107306
d13_19,0.00497406596779655
d2_15,0.0049737399606457535
d0_17,0.004816585632283807
d1_7,0.004791209396964206
d14_19,0.004785868120374566
d10_11,0.004766787468983225
d7_10,0.004711082724162256
d3_13,0.00470753836132654
d4_5,0.0047069074281760334
d15_16,0.004677313875824325
d8_15,0.004666840981105619
d7_15,0.00465707815203949
d0_19,0.004455319865236894
d0_15,0.0044440149482723925
d1_5,0.004335233269619946
d0_5,0.004284400232529624
d2_7,0.004266549848385664
d14_16,0.004256660193630875
d9_18,0.004247703658708538
d11_20,0.004191932884512997
d7_20,0.0041420959758848045
d9_10,0.004133187396243857
d9_15,0.004117127338927314
d7_8,0.004112694300584041
d3_14,0.004062731533785897
d1_13,0.00401570861618214
d18_20,0.003986280452368176
d11_19,0.003971463698285926
d14_20,0.003946107631285273
d7_19,0.0039208909303443925
d3_10,0.003882693221762986
d0_14,0.003832643117821085
d15_17,0.0038149536194833074
d1_15,0.003749905623917295
d2_6,0.0037349694290404307
d5_13,0.003723196942209725
d17_18,0.003718797898056246
d10_20,0.0036560947932593444
d11_14,0.0036248717896136436
d5_15,0.003622123869669156
d3_18,0.0035157989235840297
d15_18,0.0034947160167353845
d10_15,0.003492946402991756
d2_11,0.003475198395793716
d1_8,0.003462101305955092
d0_11,0.0034243276295027503
d10_16,0.0032031452174686947
d6_19,0.003175012062937729
d2_20,0.0031422951940692587
d10_14,0.0030794070170586923
d6_8,0.0030591820555113565
d0_12,0.0030591366785275094
d8_19,0.003048798345115921
d16_18,0.0030277548761722724
d0_4,0.002991349784493734
d3_17,0.002986296941201939
d6_18,0.002870328310068329
d11_17,0.0028130197196363526
d0_8,0.0027954881276747016
d8_13,0.002775575556458032
d9_20,0.0027600891554956557
d7_9,0.002737131317248037
d9_19,0.0027205695186416005
d2_19,0.0027181267435951993
d1_19,0.0027055916486397854
d5_16,0.0026579156576667803
d0_18,0.0026301223715770646
d9_13,0.0026123720296034577
d12_14,0.0026012081601882726
d1_4,0.0025624234010765525
d10_18,0.002551169510976561
d11_13,0.0024646571593976503
