mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.237502241134644,0.05443369782442462,1.4282903671264648,0.02350879763823524,,sqrt,1,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",0.9922651933701657,0.9988950276243094,0.9966814159292036,0.9988938053097345,0.995575221238938,0.9964621326944701,0.002460935033939174,17
24.58873414993286,0.21414478909894644,1.1519528388977052,0.09443036774699368,,sqrt,1,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 300}",0.9911602209944751,1.0,0.9966814159292036,0.9988938053097345,0.995575221238938,0.9964621326944701,0.003078132600161897,17
39.60220866203308,0.3286883048239499,1.5522432804107666,0.046109277467735355,,sqrt,1,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 500}",0.9922651933701657,1.0,0.9966814159292036,0.9988938053097345,0.995575221238938,0.9966831271696084,0.0027068188246736277,14
10.690971231460571,1.1251523445222162,1.5437902927398681,0.07317455453816578,,sqrt,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 100}",0.9911602209944751,0.9977900552486187,0.9966814159292036,0.9988938053097345,0.995575221238938,0.996020143744194,0.0026700038800850302,28
24.713972997665405,1.085462610720544,1.834032154083252,0.18524813186970954,,sqrt,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 300}",0.9922651933701657,0.9988950276243094,0.9966814159292036,0.9988938053097345,0.995575221238938,0.9964621326944701,0.002460935033939174,17
40.63101029396057,0.6815579466301946,1.6392696380615235,0.42576793794590656,,sqrt,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 500}",0.9922651933701657,0.9988950276243094,0.9966814159292036,0.9988938053097345,0.995575221238938,0.9964621326944701,0.002460935033939174,17
9.241019582748413,0.6557921138480194,1.389453649520874,0.16284208059966188,,sqrt,4,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 100}",0.9911602209944751,0.9977900552486187,0.9944690265486725,0.9988938053097345,0.9944690265486725,0.9953564269300346,0.0027429435182478984,40
24.70770044326782,0.890848497574519,1.3645872116088866,0.18967926523157408,,sqrt,4,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 300}",0.9911602209944751,0.9977900552486187,0.995575221238938,0.9966814159292036,0.9944690265486725,0.9951351879919816,0.0022749463265076945,47
38.06600046157837,0.13911063457720568,1.5613070487976075,0.2097633689395219,,sqrt,4,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 500}",0.9911602209944751,0.9977900552486187,0.9944690265486725,0.9966814159292036,0.995575221238938,0.9951351879919816,0.0022749463265076945,47
5.760024976730347,1.124279810103085,1.4008890628814696,0.3676431783383325,,log2,1,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100}",0.994475138121547,1.0,0.9977876106194691,0.9988938053097345,0.9966814159292036,0.9975675939959908,0.0019011805612874028,1
15.202635526657104,0.09204548065607238,1.5652554035186768,0.06142543865441023,,log2,1,300,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 300}",0.994475138121547,1.0,0.9977876106194691,0.9988938053097345,0.9966814159292036,0.9975675939959908,0.0019011805612874028,1
22.04555654525757,0.6056028280297682,1.6233970642089843,0.15619104414104323,,log2,1,500,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 500}",0.994475138121547,0.9988950276243094,0.9977876106194691,0.9988938053097345,0.9966814159292036,0.9973465995208526,0.0016537064982716004,6
5.382157897949218,0.967006515309837,1.1777926445007325,0.21336893525237932,,log2,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 100}",0.9933701657458563,0.9988950276243094,0.9988938053097345,0.9988938053097345,0.9966814159292036,0.9973468439837676,0.0021651704587211345,5
12.024660205841064,0.20535842599496507,1.2648948192596436,0.2523248655952148,,log2,2,300,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 300}",0.9933701657458563,0.9988950276243094,0.9977876106194691,0.9988938053097345,0.9966814159292036,0.9971256050457147,0.0020492080480590375,8
21.174083042144776,0.4247092406218517,1.5322301864624024,0.5074931593600192,,log2,2,500,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 500}",0.994475138121547,0.9977900552486187,0.9977876106194691,0.9988938053097345,0.9966814159292036,0.9971256050457147,0.00149856975231951,8
5.065609264373779,0.27755815194047134,1.1453088760375976,0.2606993919605665,,log2,4,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'n_estimators': 100}",0.9911602209944751,0.9966850828729282,0.995575221238938,0.9977876106194691,0.995575221238938,0.9953566713929497,0.0022529920816722867,34
