representation,n_observations,n_predictors,n_classes,train_accuracy,test_accuracy,train_error,test_error,cv_best_accuracy,best_C
raw_xy,2592,42,26,1.0,1.0,0.0,0.0,0.9990361445783134,10
raw_xyz,2592,63,26,1.0,1.0,0.0,0.0,1.0,1
translated_xy,2592,42,26,1.0,1.0,0.0,0.0,0.9990361445783134,10
scaled_xy,2592,42,26,1.0,1.0,0.0,0.0,0.9990361445783134,10
distances_xy,2592,210,26,1.0,1.0,0.0,0.0,0.9995180722891567,100
normalized_distances_xy,2592,210,26,1.0,1.0,0.0,0.0,0.9995180722891567,1
angles_xy,2592,15,26,1.0,0.9980732177263969,0.0,0.0019267822736031004,0.9975880332925907,10
hybrid,2592,267,26,1.0,1.0,0.0,0.0,1.0,10
