feature,importance
y20_scale,0.03975348796824829
y16_scale,0.03962399854310584
y4_scale,0.039189950953203406
y12_scale,0.03682414457911005
y11_scale,0.03603915530727126
y8_scale,0.03443061445930536
x4_scale,0.03333599591403377
y15_scale,0.03145610572339504
y14_scale,0.0301919806119189
x20_scale,0.02999770834302653
x9_scale,0.029358714721376
y3_scale,0.0281165491162092
x11_scale,0.02627349833146623
y19_scale,0.02620786026699933
x16_scale,0.025964777613168923
y10_scale,0.025895655881904234
x5_scale,0.024653825724762383
x12_scale,0.02397078321616837
x19_scale,0.023862713504994013
x15_scale,0.023700871655306217
y17_scale,0.02367482172916027
x8_scale,0.023393188379219373
y18_scale,0.022914055321172824
x2_scale,0.021771914894655423
y13_scale,0.020947890360542423
x1_scale,0.020925867204747595
y1_scale,0.0208105327618449
y2_scale,0.02080304893806913
x14_scale,0.019494795378509025
x13_scale,0.019089196333155665
y7_scale,0.018779190948139002
y5_scale,0.01784815148662066
x10_scale,0.0171907559195115
x18_scale,0.016511863189251463
x3_scale,0.016290474035597264
y6_scale,0.015671851094351687
x6_scale,0.014923283450405474
y9_scale,0.014685850578477506
x7_scale,0.01296924976354362
x17_scale,0.012542339503230193
y0_scale,0.011887926205897948
x0_scale,0.008025360088923768
